"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"72","@Batman_Monyok Ni ambruk malah bs 2 periode
Bong idiot🤣

https://t.co/khhJmIhaUT",FALSE,0,"Batman_Monyok",2022-12-06 01:30:11,FALSE,"1599936177431543810","1599939224958308352","2244925418","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4nt1k0m",0,FALSE,FALSE,NA,NA
"73","@Mdy_Asmara1701 lha emang iya. mau cuci tangan?kasian yg sdh ngadrun 2 periode ga diakui. sudah ga dapet suaranya p… https://t.co/phP5ABNs5s",FALSE,0,"Mdy_Asmara1701",2022-12-06 01:17:22,TRUE,"1599657557165244416","1599936002352906241","1334853481019056128","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2024KadrunKalah",0,FALSE,FALSE,NA,NA
"74","Seandainya ada jalan tol tentu kemacetan seperti ini takkan terjadi....muda mudahan disisa periode kedua ini nanti… https://t.co/bqlmrhdPkU",FALSE,0,NA,2022-12-06 01:12:14,TRUE,NA,"1599934706967281664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Falslalok",0,FALSE,FALSE,NA,NA
"75","@RFauzy5 @Mdy_Asmara1701 @Aki_jupi @jokowi 6 Periode,dan ntah sdh berapa besar dosa nya..di tambah pengagum nya ber… https://t.co/a6VMgDwsLb",FALSE,1,"RFauzy5",2022-12-06 01:04:17,TRUE,"1538024926254247936","1599932708767301632","3236618732","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OktoraJk007",1,FALSE,FALSE,NA,NA
"76","@DenBagus123789 Aku pernah main kepelosok Solok Selatan... penduduk nya,. pecinta Jokowi....Krn puluhan tahun,tanah… https://t.co/l5oFvPIbRE",FALSE,1,"DenBagus123789",2022-12-06 01:04:15,TRUE,"1599612985257099264","1599932699854385152","1518056365897359363","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PinontoanUtari",0,FALSE,FALSE,NA,NA
"77","@SimbokeSarah @djokoAdv @jokowi @KemenkeuRI Mmg tidak bisa KERJA, cukup 1 periode dipilih stlh itu masuk KOTAK",FALSE,2,"SimbokeSarah",2022-12-06 01:00:36,FALSE,"1599922630693650432","1599931779515023362","1363108375123255299","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Qurni48",0,FALSE,FALSE,NA,NA
"78","Indonesia timur memenangkan Nasdem di pemilu kemarin dan memilih Jokowi sebagai presiden...
Selama hampir 2 periode… https://t.co/vPuR0efIMH",FALSE,3,NA,2022-12-06 00:52:13,TRUE,NA,"1599929673030725632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BandyBudiharto",2,FALSE,FALSE,NA,NA
"79","@SONTA80509418 @senopati_s @nusantara_one @gibran_tweet Partai pengusung saja mulai MUAK, https://t.co/lylO9WhSWk,… https://t.co/Pp6YQO06HV",FALSE,0,"SONTA80509418",2022-12-06 00:48:16,TRUE,"1599924537118031872","1599928675658780672","1394494693178691588","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pokoknya280922",0,FALSE,FALSE,NA,NA
"80","@alextham878 disayangkan Jokowi hanya bisa 2 Periode...

seandainya bisa 3 periode, passti kepilih lagi
😏

sehat Selalu bpak Presiden Jokowi",FALSE,0,"alextham878",2022-12-06 00:44:06,FALSE,"1599732092690378753","1599927626537537537","1211153840122155008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Adiooss57",0,FALSE,FALSE,NA,NA
"81","@jokowi stop pak. jgn jual negara kami, and umpankan ibukota dalam jangkauan china dan australia, anda biarkan penj… https://t.co/vrptsaKtF3",FALSE,4,"jokowi",2022-12-06 00:37:29,TRUE,"1599671312443588614","1599925962099281920","366987179","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ardianto_",0,FALSE,FALSE,NA,NA
"82","@NagaVVijaya @Pribadi66223655 @HerwinDermawan8 @Dennysiregar7 Ngapain lu bahas Gub yg udh purna tugas? Kocak Lu.
Pr… https://t.co/wlEyLZjP7c",FALSE,0,"NagaVVijaya",2022-12-06 00:36:43,TRUE,"1599680071760912384","1599925771115835392","857259639838130176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","makhluk_62",0,FALSE,FALSE,NA,NA
"83","@democrazymedia Saya dukung Jokowi 4 periode...",FALSE,0,"democrazymedia",2022-12-05 23:56:59,FALSE,"1599252156162285568","1599915770888458240","1243804423001763841","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wijayati_yayuk",0,FALSE,FALSE,NA,NA
"84","@VIVAcoid Dari jaman kampanye Jokowi periode pertama emang biasa naek private jet https://t.co/CJZm2CgU4Q",FALSE,1,"VIVAcoid",2022-12-05 23:54:54,FALSE,"1599898679431016448","1599915246906671104","41730943","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apasihkamukokgt",0,FALSE,FALSE,NA,NA
"85","@OposisiCerdas Daridulu jaman Jokowi periode 1 jg udh naek private jet https://t.co/EcBrcaRFZs",FALSE,0,"OposisiCerdas",2022-12-05 23:26:50,FALSE,"1599688400642375681","1599908184038473730","887743587579944960","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apasihkamukokgt",0,FALSE,FALSE,NA,NA
"86","Terimakasih pak @jokowi dalam 2 periode ini peringkat kita naik di posisi ke-3 https://t.co/Mcy5U8O2xo",FALSE,718,NA,2022-12-05 22:34:09,FALSE,NA,"1599894925570879488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ridwandasitisar",269,FALSE,FALSE,NA,NA
"87","@MrsRachelIn @AlberaD5 Yang menderita selama pak Dhe jadi Presiden itu gerombolan KORUPTOR, BAJINGAN ORDE BARU DAN… https://t.co/n3fQ2D153b",FALSE,3,"MrsRachelIn",2022-12-05 22:29:14,TRUE,"1599704249562468352","1599893686359556096","1379431842","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fuadnoer12",1,FALSE,FALSE,NA,NA
"88","@datuakrajoangek Pemberian Allah swt yg patut kita syukuri bagi RI adalah Jokowi 2 periode...",FALSE,0,"datuakrajoangek",2022-12-05 20:50:16,FALSE,"1599291950590742528","1599868781081554945","120663699","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BambangDj40",0,FALSE,FALSE,NA,NA
"89","@ShaKidz317 mending percaya jokowi 3 periode",FALSE,0,"ShaKidz317",2022-12-05 20:07:44,FALSE,"1599784140546531329","1599858076982865920","1205862013429145602","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lulinabilaa",0,FALSE,FALSE,NA,NA
"90","@Tan_Mar3M Jokowi mantap 3 periode.. lawan itu Pdip!",FALSE,0,"Tan_Mar3M",2022-12-05 19:04:20,FALSE,"1599802228495519745","1599842122521509888","1270980383761330176","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Syafi37466846",0,FALSE,FALSE,NA,NA
"91","@dhab_hunter @RK_Lamongan @ekowboy2 Jokowi aja dpt 2 periode panggungnya ambruk https://t.co/6ZTE182ifw",FALSE,0,"dhab_hunter",2022-12-05 18:34:18,FALSE,"1599680126169808898","1599834566134759424","1386221778742104064","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aries_bintan",0,FALSE,FALSE,NA,NA
"92","Manusi dungu luar biasa, yg di pamerkan Sumbar, Riau dn Aceh. Sdh jlas dua periode lalu memang bukan pemilih pak Jo… https://t.co/LJAgRdNdrJ",FALSE,2,NA,2022-12-05 18:27:11,TRUE,NA,"1599832774013505536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DenBagus123789",0,FALSE,FALSE,NA,NA
"93","@kangdede78 @aniesbaswedan Itu pesawat chaeteran.. Seandainyapun difasilitasi dulu JOKOWI juga difasilitasi surya p… https://t.co/SSJvZcMKBE",FALSE,0,"kangdede78",2022-12-05 16:29:19,TRUE,"1599580862831808512","1599803110838636547","235931838","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2024Ab",0,FALSE,FALSE,NA,NA
"94","@Yom_N_Friends Dukung tiga periode juga ada alasannya. Belum ada Capres yg lebih baik dari Jokowi @rockygerung_rg",FALSE,10,"Yom_N_Friends",2022-12-05 16:19:06,FALSE,"1599554745102127104","1599800540745302016","1326942591741390848","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Syarman59",2,FALSE,FALSE,NA,NA
"95","@RasyidBarabai Ya gimana gak gundah gulana,.sialnya klo sudah gak jadi 3 periode dan presiden 2024 bukan pilihan Ol… https://t.co/6QSGDm0GGY",FALSE,2,"RasyidBarabai",2022-12-05 16:14:25,TRUE,"1599785638827819009","1599799361973911554","1484735354519568388","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Diwanda_deep",2,FALSE,FALSE,NA,NA
"96","@BakulJamu_79 Analisis menarik &amp; tajam ttg peran oligarki:
1. Jokowi 3 Periode
2. Penundaan Pemilu
3. Dukung Presid… https://t.co/BrytdWVvBh",FALSE,3,"BakulJamu_79",2022-12-05 15:36:00,TRUE,"1599788156530089990","1599789692765241344","1453561814533345286","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_melody_mellow",0,FALSE,FALSE,NA,NA
"97","@handokotjung jadi buzzer jokowi 3 periode.",FALSE,0,"handokotjung",2022-12-05 15:34:34,FALSE,"1599731560504168448","1599789334475206656","148332642","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","coklatroyceenak",0,FALSE,FALSE,NA,NA
"98","@Leonita_Lestari @_LOVE_AG4EVER Asal presidennya masih jokowi dua periode lagi.",FALSE,0,"Leonita_Lestari",2022-12-05 15:01:25,FALSE,"1599742381347475457","1599780990872064000","1202108075231989760","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WiwiedWahyu",0,FALSE,FALSE,NA,NA
"99","@moonareas jokowi 3 periode si",FALSE,0,"moonareas",2022-12-05 14:35:49,FALSE,"1599773090044858369","1599774547087360000","1108258395679653888","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rpavenclaw",0,FALSE,FALSE,NA,NA
"100","🍙 kalyean lebih pilih bu puan jd presiden selanjutnya apa pak jokowi nambah periode jadi 3 periode?",FALSE,0,NA,2022-12-05 14:30:01,FALSE,NA,"1599773090044858369",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","moonareas",0,FALSE,FALSE,NA,NA
"101","@bachrum_achmadi Hidup jokowi 3 periode, hidup Esemka.
Gitu aja koq repot. 

Pak anies suka ngibul, ngibulin warga… https://t.co/svGl7oqBVq",FALSE,1,"bachrum_achmadi",2022-12-05 14:26:43,TRUE,"1599716106666536962","1599772257743949826","105085302","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bakul_sop",0,FALSE,FALSE,NA,NA
"102","@Hijabi_Woman @tama_tamaras @bachrum_achmadi Yg ga tenang tuh yg krasak krusuk nyari masa drun blm waktu nya kampan… https://t.co/O4ZGIUbCSN",FALSE,1,"Hijabi_Woman",2022-12-05 13:53:31,TRUE,"1599727723580387328","1599763905571880960","1342240869622005760","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Adon32279227",0,FALSE,FALSE,NA,NA
"103","@dinagustavsson @jokowi Tapi beliau adalah presiden smp 2 periode, sdgkan anda cuma gembel yg kelaparan kan ?
Hidup… https://t.co/uDRDGPzrJ0",FALSE,11,"dinagustavsson",2022-12-05 13:46:41,TRUE,"1599031309145640961","1599762184778616833","1530790391049441280","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmilKris",0,FALSE,FALSE,NA,NA
"104","@vafnte mau vote jokowi 3 periode.",FALSE,0,"vafnte",2022-12-05 13:26:10,FALSE,"1599549464301404160","1599757020982575104","1004915349295263744","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kyenoe",0,FALSE,FALSE,NA,NA
"105","Meningkatnya elektabilitas @erickthohir tidak mengejutkan jika melihat track record dan prestasinya selama bekerja… https://t.co/WZbiHyZYvT",FALSE,4,NA,2022-12-05 13:06:58,TRUE,NA,"1599752188360036353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GoinvintyOne",2,FALSE,FALSE,NA,NA
"106","@MayaA62580468 bisa2  kena  Stroke  otak tengah 
dan 2 hari  mati..  Rizal  ramli. 
Akibat  kalut pikiran... Jokowi  mau 3 periode.",FALSE,1,"MayaA62580468",2022-12-05 13:01:38,FALSE,"1599750133759217671","1599750847235510272","1459664329402290177","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","henrynico_p",0,FALSE,FALSE,NA,NA
"107","@PartaiSocmed @susipudjiastuti Tum, apakah mungkin kita bisa mencegah Pak Jokowi biar ga 3 periode ?",FALSE,0,"PartaiSocmed",2022-12-05 12:54:58,FALSE,"1599705545581072386","1599749169471975426","869327120","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BalikLagiPecah",0,FALSE,FALSE,NA,NA
"108","Buzzer sampahnya Wan Ngibul Aka Wan Got aka Raja Lebih Bayar doyan amat bkin tagar kaya gini.
Loe mah cuma seuprit… https://t.co/CJDegFJQtp",FALSE,13,NA,2022-12-05 12:53:31,TRUE,NA,"1599748802583625730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sherin_Tiara",10,FALSE,FALSE,NA,NA
"109","@Ndranomade @Yurissa_Samosir @Tan_Mar3M @jokowi Kualitas orang"" yg suka kritik pemerintah begini amat 🤣
Pantes aja… https://t.co/8wP5PzKMHH",FALSE,0,"Ndranomade",2022-12-05 12:46:46,TRUE,"1599738373236985856","1599747104142131201","1479783442267054082","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Nurholil4",0,FALSE,FALSE,NA,NA
"110","@bams_1eng @ex_AnakLolina @jokowi Satu periode untuk pak Prabowo next pak Ganjar 😍🤟",FALSE,2,"bams_1eng",2022-12-05 12:41:15,FALSE,"1599740943040905218","1599745715953373186","1061188894606090242","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wulandari_erian",2,FALSE,FALSE,NA,NA
"111","@pengarang_sajak Itu namanya atas ijin &amp; kendak Allah swt pak jokowi jadi presiden, insya'allah sampai 2 periode di 2024. @handip01",FALSE,1,"pengarang_sajak",2022-12-05 12:38:35,FALSE,"1599681038753869824","1599745046118400001","379288910","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","H7BD3",0,FALSE,FALSE,NA,NA
"112","@BKelana86 telat ente 

nih yang terbaru 

LaNyalla: Silahkan #Jokowi 7 Periode https://t.co/tUwktskBUM… https://t.co/q7F7It8z2s",FALSE,0,"BKelana86",2022-12-05 12:38:34,TRUE,"1599744773803634688","1599745043882946561","1515335175940427776","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LaNyallaAcademy",0,FALSE,FALSE,NA,NA
"113","@UyokBack Hanya di masa pak Jokowi 2 periode Indonesia bisa begini",FALSE,0,"UyokBack",2022-12-05 12:30:26,FALSE,"1599586302655365120","1599742996576055296","907897495044317185","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karim_em_ha",0,FALSE,FALSE,NA,NA
"114","memilih Ganjar sama dengan memilih Jokowi 3 periode,,... https://t.co/7l7RRx9hEi",FALSE,0,NA,2022-12-05 12:16:38,FALSE,NA,"1599739524061745152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElFaruq04338685",0,FALSE,FALSE,NA,NA
"115","@Gunawanpark @CNNIndonesia Fir,,, Kafir... Saya gak masalah Fir, biasa aja. sejak kapan pemerintah tidak di kuasai… https://t.co/yG1VMRLjzj",FALSE,2,"Gunawanpark",2022-12-05 12:00:37,TRUE,"1599734095239872513","1599735490739318784","4859508591","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Qnyasatuaja",0,FALSE,FALSE,NA,NA
"116","@Titupurnama @yusuf_dumdum @NasDem Hahaha...kau yg minum obat dulu.
Kan sdh ku bilang gak penting PDIP gak laku di… https://t.co/wQsZhpWHWA",FALSE,0,"Titupurnama",2022-12-05 11:14:21,TRUE,"1599715371405127681","1599723849658269696","1084869853691826176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeBuzzerNKRI",0,FALSE,FALSE,NA,NA
"117","@HKurniawanheru @DonkLentera @yusuf_dumdum Aaan hoax? Lo keliling dunia jg orang tau klo jokowi 2 periode..dasar bodoh",FALSE,1,"HKurniawanheru",2022-12-05 11:00:55,FALSE,"1599711403618619392","1599720467539324929","796978009525796864","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ririn_rinjani88",0,FALSE,FALSE,NA,NA
"118","@geloraco Lebih banyak pendukung Jokowi agar periode!",FALSE,0,"geloraco",2022-12-05 10:55:14,FALSE,"1599219874018254848","1599719039286513664","3319260420","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gede98370150",0,FALSE,FALSE,NA,NA
"119","2.
PRESTASI PUAN MAHARANI MUNAFIKUN:

5. Sahkan UU IKN yang akan musnahkan Ibu kota Jakarta.
6. Dikritik rakyat krn… https://t.co/vz1omw6ldY",FALSE,9,"seanC37866888",2022-12-05 10:55:08,TRUE,"1599719003999850496","1599719012656898050","1337046784204566534","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seanC37866888",10,FALSE,FALSE,NA,NA
"120","lo aman gue dukung jokowi 3 periode",FALSE,0,NA,2022-12-05 10:51:24,FALSE,NA,"1599718074575630336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","versailleeis",0,FALSE,FALSE,NA,NA
"121","@ICHANKsrg2 @rustaman_uus @yusuf_dumdum Jokowi sih ga perlu kampanye, dia sudah periode terakhir, ribut banget para… https://t.co/doS8uG5SPI",FALSE,0,"ICHANKsrg2",2022-12-05 10:23:24,TRUE,"1599656862546530304","1599711024453939201","1117188156158173184","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yourwill2022",0,FALSE,FALSE,NA,NA
"122","@buzzerMUI JOKOWI PRESIDEN 3 PERIODE",FALSE,0,"buzzerMUI",2022-12-05 10:22:49,FALSE,"1599692057299521536","1599710878525698050","2496657236","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","inuchiua",0,FALSE,FALSE,NA,NA
"123","@WargaNet1969 Liat raeni aje bikin mau muntah ..apalgi + 1 periode ..demi allah guwe sdh kgk minat lg sama loe joko. 
@jokowi",FALSE,0,"WargaNet1969",2022-12-05 10:17:54,FALSE,"1599406130425663489","1599709644104306688","1433112048628482049","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Akhirza24630579",0,FALSE,FALSE,NA,NA
"124","@Titupurnama @yusuf_dumdum @NasDem PDIP tdk menang di Sumbar, tp menang di tempat lain...hahaha
Pak Jokowi tdk mena… https://t.co/iePP9sDBaX",FALSE,0,"Titupurnama",2022-12-05 10:09:31,TRUE,"1599706549970010115","1599707531403984897","1084869853691826176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeBuzzerNKRI",0,FALSE,FALSE,NA,NA
"125","Jokowi Mania Sebut Ada Relawan Jokowi yang Inginkan Jokowi 3 Periode 

 https://t.co/13lb8mrq6p",FALSE,6,NA,2022-12-05 09:59:57,FALSE,NA,"1599705122753609728",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ajengcute16__",0,FALSE,FALSE,NA,NA
"126","Hidup pak @jokowi semoga lanjut di periode selanjut nya https://t.co/AvGjrDWv8l",FALSE,0,NA,2022-12-05 09:57:35,FALSE,NA,"1599704531243536384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","charvie_s",0,FALSE,FALSE,NA,NA
"127","@MikaKur2911 @almehra46 @aniesbaswedan @NasDem Bknny dh pd heboh klu Jokowi dimodali kelompok yg dibilang ""9 naga"".… https://t.co/YzTT5JfBQO",FALSE,0,"MikaKur2911",2022-12-05 09:53:46,TRUE,"1599690231556734976","1599703567375675395","1077323836767367168","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RCikboy",0,FALSE,FALSE,NA,NA
"128","@yusuf_dumdum Ngomong sendiri jawab sendiri, beda kelas pak Jokowi presiden 2 periode dan seper? periode gubernur.… https://t.co/KQOo3QtM0X",FALSE,1,"yusuf_dumdum",2022-12-05 09:46:53,TRUE,"1599631081804009472","1599701835228786688","2156465923","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tian_Tleman",0,FALSE,FALSE,NA,NA
"129","1. KADRUN TRIAK JOKOWI mundur.

2. CEBONG TRIAK JOKOWI 3 PERIODE.

loe pade pilih mana ?
Gw pilih yg no 2,/ mau ape loe ?",FALSE,0,NA,2022-12-05 09:45:00,FALSE,NA,"1599701361893191680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bendot219",0,FALSE,FALSE,NA,NA
"130","@banten02 @BAJINGAN_BULUK @OkaSaptono2 @RudiSoekoco @akunyangbaik LaNyalla: Silahkan #Jokowi 7 Periode… https://t.co/oKrhayVHse",FALSE,1,"banten02",2022-12-05 09:38:24,TRUE,"1599699409167876096","1599699701166587904","1496888682623553537","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LaNyallaAcademy",1,FALSE,FALSE,NA,NA
"131","@TirtoID Gila sik, HERU BUDI SEBAGAI PENJABAT GUBERNUR DKI JAKARTA PAN DITUNJUK PRESIDEN JOKO WIDODO, KEK DESEU BER… https://t.co/ovPV34HSuK",FALSE,1,"TirtoID",2022-12-05 09:31:17,TRUE,"1599678712395583488","1599697910220087296","4187275698","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","eliswija",0,FALSE,FALSE,NA,NA
"132","@carvalho_nemo @marlina_idha @jokowi @aniesbaswedan @NasDem @PKSejahtera @PDemokrat @AgusYudhoyono pd remehin jokow… https://t.co/8TFO7UDkPV",FALSE,0,"carvalho_nemo",2022-12-05 08:58:28,TRUE,"1599687805843955712","1599689650599497728","1410848832988979206","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MARSUDI__",0,FALSE,FALSE,NA,NA
"133","Gerakan Relawan Jokowi Dicurigai Punya Agenda Dukung Presiden Tiga Periode? Politikus PDIP: Konstitusi Membatasi!  https://t.co/Paf9KOYjgN",FALSE,0,NA,2022-12-05 08:49:27,FALSE,NA,"1599687384148459520",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","suaradotcom",0,FALSE,FALSE,NA,NA
"134","Jokowi Mania Sebut Ada Relawan Jokowi yang Inginkan Jokowi 3 Periode - https://t.co/qADNLunFnR https://t.co/MajtKAxL8l",FALSE,0,NA,2022-12-05 08:39:17,FALSE,NA,"1599684823769321476",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Tajuk Politik</a>","TajukPolitik",0,FALSE,FALSE,NA,NA
"135","Tiga Skenario yang akan dimainkan oleh Oligarki :
1. Jokowi 3 Periode
2. Perpanjangan Masa Jabatan
    Presiden Jok… https://t.co/bMBza1BKHG",FALSE,0,NA,2022-12-05 08:35:03,TRUE,NA,"1599683757757595649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrZakirLaAndjo",0,FALSE,FALSE,NA,NA
"136","@ElFaani @prabowo @Gerindra @jokowi @msaid_didu Nah itu dia
dan yg buat kebijakan itu Pak Presidenku menunjuk Pak P… https://t.co/oIW1pRAPut",FALSE,1,"ElFaani",2022-12-05 08:20:32,TRUE,"1599677450392592386","1599680106875998210","853833994059644928","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hartati44247904",0,FALSE,FALSE,NA,NA
"137","@nusantara_one Dah 2 periode jokowi ngapain aja ?",FALSE,0,"nusantara_one",2022-12-05 08:19:12,FALSE,"1599571653553709056","1599679770962239488","1198400601517748224","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joglonkri",0,FALSE,FALSE,NA,NA
"138","@ICHANKsrg2 @yusuf_dumdum Tapi giliran pendukung Jokowi minta 3 periode. Kadrun auto-kejang2

😂😂😂",FALSE,0,"ICHANKsrg2",2022-12-05 08:06:30,FALSE,"1599656862546530304","1599676575913762816","1117188156158173184","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","infidels888",0,FALSE,FALSE,NA,NA
"139","@budiawandki @Bilan1166 @Muhammad_Saewad Lah bener kan GOBLOK hahahaha..
Kalo Jokowi itu bodoh, mana mau RAKYAT per… https://t.co/y1FP2jyDk7",FALSE,1,"budiawandki",2022-12-05 08:05:51,TRUE,"1599675757475037184","1599676411249561600","104370918","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiptraD",0,FALSE,FALSE,NA,NA
"140","@OposisiCerdas Perasaanmu saja drun.... Pak Jokowi sih nyantai, uda 2 periode jadi Presiden... yg ngak nyaman itu,… https://t.co/NvTBx9ErD8",FALSE,0,"OposisiCerdas",2022-12-05 07:05:47,TRUE,"1599364720292945921","1599661294596263937","887743587579944960","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CandraBeliti",0,FALSE,FALSE,NA,NA
"141","@ade_item88 @MengejarPelang4 @Candra4smara Lha ngapain Baper, Jokowi Presiden 2 periode itu Fakta. Mau bantah?",FALSE,0,"ade_item88",2022-12-05 06:59:32,FALSE,"1599659113969242112","1599659721610649600","2348342281","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DedearaArie",0,FALSE,FALSE,NA,NA
"142","@ririn_rinjani88 @DonkLentera @yusuf_dumdum luh gak ngerti kalo jokowi dah bingung antara 3 periode apa perpanjang pemilu.",FALSE,0,"ririn_rinjani88",2022-12-05 06:56:28,FALSE,"1599638685066330112","1599658951226056705","968046914158526465","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HKurniawanheru",0,FALSE,FALSE,NA,NA
"143","@My_Supertramp @AgungAbdiN7 @yusuf_dumdum Kelamaan lo dijambang.. lo dipimpin jokowi 2 periode masih aja lo nggak s… https://t.co/JUMrDiAQMc",FALSE,1,"My_Supertramp",2022-12-05 06:46:18,TRUE,"1599640741479084038","1599656391807225857","1397449891484372993","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ririn_rinjani88",0,FALSE,FALSE,NA,NA
"144","@geloraco yg takut tuh kalian klo pak Jokowi 3 periode....mau bukti????",FALSE,0,"geloraco",2022-12-05 06:39:40,FALSE,"1599381236765851648","1599654723325661184","3319260420","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mangkub68305207",0,FALSE,FALSE,NA,NA
